"","RegionName","RegionID","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","X1996.04","X1996.05","X1996.06","X1996.07","X1996.08","X1996.09","X1996.10","X1996.11","X1996.12","X1997.01","X1997.02","X1997.03","X1997.04","X1997.05","X1997.06","X1997.07","X1997.08","X1997.09","X1997.10","X1997.11","X1997.12","X1998.01","X1998.02","X1998.03","X1998.04","X1998.05","X1998.06","X1998.07","X1998.08","X1998.09","X1998.10","X1998.11","X1998.12","X1999.01","X1999.02","X1999.03","X1999.04","X1999.05","X1999.06","X1999.07","X1999.08","X1999.09","X1999.10","X1999.11","X1999.12","X2000.01","X2000.02","X2000.03","X2000.04","X2000.05","X2000.06","X2000.07","X2000.08","X2000.09","X2000.10","X2000.11","X2000.12","X2001.01","X2001.02","X2001.03","X2001.04","X2001.05","X2001.06","X2001.07","X2001.08","X2001.09","X2001.10","X2001.11","X2001.12","X2002.01","X2002.02","X2002.03","X2002.04","X2002.05","X2002.06","X2002.07","X2002.08","X2002.09","X2002.10","X2002.11","X2002.12","X2003.01","X2003.02","X2003.03","X2003.04","X2003.05","X2003.06","X2003.07","X2003.08","X2003.09","X2003.10","X2003.11","X2003.12","X2004.01","X2004.02","X2004.03","X2004.04","X2004.05","X2004.06","X2004.07","X2004.08","X2004.09","X2004.10","X2004.11","X2004.12","X2005.01","X2005.02","X2005.03","X2005.04","X2005.05","X2005.06","X2005.07","X2005.08","X2005.09","X2005.10","X2005.11","X2005.12","X2006.01","X2006.02","X2006.03","X2006.04","X2006.05","X2006.06","X2006.07","X2006.08","X2006.09","X2006.10","X2006.11","X2006.12","X2007.01","X2007.02","X2007.03","X2007.04","X2007.05","X2007.06","X2007.07","X2007.08","X2007.09","X2007.10","X2007.11","X2007.12","X2008.01","X2008.02","X2008.03","X2008.04","X2008.05","X2008.06","X2008.07","X2008.08","X2008.09","X2008.10","X2008.11","X2008.12","X2009.01","X2009.02","X2009.03","X2009.04","X2009.05","X2009.06","X2009.07","X2009.08","X2009.09","X2009.10","X2009.11","X2009.12","X2010.01","X2010.02","X2010.03","X2010.04","X2010.05","X2010.06","X2010.07","X2010.08","X2010.09","X2010.10","X2010.11","X2010.12","X2011.01","X2011.02","X2011.03","X2011.04","X2011.05","X2011.06","X2011.07","X2011.08","X2011.09","X2011.10","X2011.11","X2011.12","X2012.01","X2012.02","X2012.03","X2012.04","X2012.05","X2012.06","X2012.07","X2012.08","X2012.09","X2012.10","X2012.11","X2012.12","X2013.01","X2013.02","X2013.03","X2013.04","X2013.05","X2013.06","X2013.07","X2013.08","X2013.09","X2013.10","X2013.11","X2013.12","X2014.01","X2014.02","X2014.03","X2014.04","X2014.05","X2014.06","X2014.07","X2014.08","X2014.09","X2014.10","X2014.11","X2014.12","X2015.01","X2015.02","X2015.03","X2015.04","X2015.05","X2015.06","X2015.07","X2015.08","X2015.09","X2015.10","Num"
"33","San Joaquin",3134,"CA","Stockton",6,77,81,125500,125100,124500,123900,123400,123100,123200,123200,123000,123000,123200,123800,124200,124600,124800,125000,125200,125700,126200,126800,127400,128100,128900,129500,129800,130400,131000,131500,132000,132600,133200,133700,133900,134300,135100,136200,137400,138300,139400,141400,143200,143700,143900,144600,145800,147700,149800,151700,153200,154900,156500,158300,160700,163400,166500,170100,173800,177500,182000,186700,190500,193900,197300,200000,201500,203000,204700,206400,207700,208500,208900,209300,209800,210100,210700,211800,213600,215900,218400,221000,224200,228000,231500,234200,236900,239800,242300,244300,246800,250000,253700,256900,260300,264100,267700,271200,275700,281300,287700,295000,302900,311000,318800,326400,333500,339300,345300,353100,362300,372000,381700,391100,399400,405900,410400,414000,415600,415000,414200,414100,413400,411900,409600,405900,401000,395500,390600,386600,381700,375200,369500,365100,360800,356400,351700,346600,340700,334000,326700,318900,309700,299900,289100,277200,264900,253600,243300,233900,225000,216300,208500,201000,196300,195700,195700,193200,190400,187000,182500,178200,175100,173000,171300,169900,169100,168700,168700,169000,168700,168000,167500,167300,166800,166100,165400,164500,163600,162100,160200,158300,156500,154900,153500,151900,150700,150300,150000,149600,149400,149400,149500,150400,151600,153300,155200,157000,158900,161200,163400,165600,168000,170000,172100,174900,178900,183500,188000,193000,198600,203800,209000,214300,218100,220000,221000,223100,226400,229800,233200,236800,239200,240300,241500,243600,245200,246600,248700,251000,252200,253500,255500,258200,260900,263000,264400,261
"34","San Luis Obispo",3261,"CA","San Luis Obispo",6,79,223,168400,167600,168000,170100,172500,173600,173600,173600,173100,172700,173300,174900,175700,176000,176300,176500,176000,175500,175400,175900,177200,179700,181600,181500,183500,NA,NA,188600,192500,194200,196400,198600,200300,201400,202400,204400,207300,210000,211200,211500,212600,216400,221300,225900,229700,233900,237600,240400,241700,243300,245800,249600,253200,256100,260100,265400,270600,273300,277000,284200,292400,297700,301400,305600,310500,314300,314900,315900,319300,324200,328200,330500,332600,336300,340900,345100,350400,355800,360200,363500,367300,371900,377100,384300,392200,398400,403300,409400,414600,419600,427700,437800,445900,451300,455000,458500,463200,469300,479100,489900,497700,504000,510800,515900,521100,530700,542100,551300,558500,566600,572000,574600,577600,583300,587700,591200,595000,598100,599600,601200,601600,598900,593800,587800,581400,574300,568000,563200,558800,556300,556000,556200,556200,556100,554300,550300,545700,540900,536200,533200,531100,524900,516000,506400,498300,493100,490300,488000,486400,484900,482400,477300,470500,465000,460600,456100,451400,447000,443700,441500,440000,439000,437700,435500,433600,432500,431100,428700,425600,421700,417400,413400,409800,406400,404200,402300,400100,397400,394900,392700,390900,389300,387600,386200,385400,384500,383400,382800,382800,382800,382600,382000,381700,382400,384100,386100,387900,390700,393700,396700,400100,403800,407500,412300,418600,425600,432800,439700,446500,452400,457200,461600,465100,467600,469400,473600,479400,483200,484600,487000,489800,490600,491100,493200,496100,499300,504000,507800,509000,509500,511300,514100,517200,520700,524000,101
"35","San Mateo",2842,"CA","San Francisco",6,81,76,281700,281800,281900,281700,282400,284000,285900,287800,290200,292700,294800,296800,299100,301700,304300,306900,309700,312200,314800,318300,322800,326800,329700,332800,336200,338600,341000,343900,347300,350500,354000,358100,362400,365900,368700,371200,374500,378900,384500,391100,397900,404600,413000,422200,431500,441000,452100,463100,474600,487800,499600,508600,516300,522100,526000,529400,530600,531500,534700,538700,538000,533400,527600,522200,517200,515200,513800,512600,512800,514100,515300,518800,523100,528100,535000,543400,550100,554300,556800,556600,555300,555300,556400,556800,557400,558900,562100,566200,571900,579200,587200,596800,607900,618700,628900,639000,649500,659300,668100,677500,687600,696300,704400,713400,724300,735800,746000,755100,764500,772500,778200,782800,787600,791600,795200,798400,802200,805900,808800,809400,808100,806100,803900,801100,799500,801300,805600,808200,806800,805000,805700,809200,812700,815100,816600,819500,820200,816200,809500,803000,792500,779300,768600,760000,753000,748000,742000,731800,720200,711500,703100,694000,688000,684100,677300,669700,664500,661900,661700,663200,665900,668000,670000,672200,674700,676000,676500,675400,672100,666900,661200,656200,652400,649400,647100,645700,645300,644200,640700,635500,630300,625800,621600,617700,615000,614600,616300,618000,619300,621100,623700,627500,632500,639500,649500,660700,669200,675600,682200,689000,695700,703400,714800,728800,742800,756400,770500,783100,794200,804700,814200,821300,829000,838200,843700,846800,851800,857000,859100,861600,866600,872000,876400,884700,895000,905600,919000,935600,952400,967400,980800,994900,1008200,1015400,1019200,211
"36","Santa Barbara",3229,"CA","Santa Maria-Santa Barbara, CA",6,83,147,200600,197800,196000,195200,194600,194600,195200,195200,194900,195100,195500,196100,196800,197300,197600,198300,199400,201500,203900,205900,207500,209000,211000,212700,216000,NA,NA,220200,223000,224500,227000,229600,232200,234400,236500,238200,240800,245000,249900,254100,257200,259300,261000,262500,263400,266100,271900,278700,284200,288800,292300,296000,300700,305700,310200,314700,319000,322600,326300,331000,336200,341300,346700,353000,359600,365500,369900,373000,377000,381600,384500,387000,390400,393900,396700,399700,404800,412400,420300,427400,433800,439200,444700,450900,456900,462000,467900,474100,479400,484300,491700,500300,508700,517400,526700,535400,543400,552000,561900,573800,587500,603200,617800,628400,636200,645400,654900,662700,668900,674000,677600,679900,681600,682000,681800,684700,689100,688100,682100,676300,671800,667400,661700,654700,647200,639500,629700,619500,610400,603400,600700,602700,604700,604000,601800,598800,593800,586300,578900,572800,566700,558100,546200,532900,522100,514600,508700,501600,492000,482100,474700,466300,460900,463100,468300,468300,465500,463100,461900,460000,457900,457300,457400,457800,457400,456500,454600,452200,448700,444900,440800,437300,434800,433300,432700,432600,430500,424700,418300,414000,410100,404700,399200,395400,393400,391400,388400,385600,383900,381700,379300,378100,378400,379500,381200,384300,388200,391800,395600,400100,404600,409200,414800,421700,429900,439500,448700,456700,464600,473500,480200,483900,485800,488900,492200,497100,503900,510600,514400,516200,518000,519400,521200,524200,527000,528600,531300,533700,533900,533100,533800,537100,541300,543900,545400,145
"37","Santa Clara",3136,"CA","San Jose",6,85,16,252300,252400,252500,253200,254200,255400,257100,259700,262700,265600,268400,271200,273900,276500,279800,284100,289100,294000,298700,303300,307600,311500,315000,317800,320000,322900,326400,329700,332300,334600,337300,340300,343100,345200,346600,347800,349400,352200,356700,363300,370700,378700,387700,397000,406300,417000,429300,442100,455400,468900,479800,487500,494500,502200,510400,517600,523400,527300,528400,526800,523400,518700,512800,506600,501800,497700,492700,486700,481500,479300,481100,485800,493800,503300,511700,517600,520800,522600,523900,524600,523800,522000,520300,519100,517600,515800,514900,516300,519700,523500,527000,531300,538200,547200,556400,564300,571400,579100,588600,599200,609100,617700,625500,634400,644400,654700,664700,674800,684800,693900,701700,709100,716300,722500,727800,732500,735700,737900,739700,741300,740800,739000,737300,736200,735400,735800,736800,738300,740600,743400,745600,747000,747900,747800,746400,743900,740400,736900,734600,733200,729100,721500,713000,705400,698600,691600,683300,673600,663900,654300,644800,634600,625500,618800,612700,604800,596500,590000,586000,584300,584400,585600,587700,590300,593100,595900,598300,599900,601800,603800,605400,605300,603900,601300,598500,595600,591900,587100,581900,577200,573100,569700,566800,565400,565500,566500,568400,571400,573800,576400,580700,585800,590000,594900,601300,609800,619300,628200,636900,646000,654900,663500,672800,683500,695900,708900,722700,735200,745200,754700,762600,768500,773400,777700,781200,788000,797300,804900,810000,812900,816600,821400,827400,833600,840800,848800,857600,866400,876100,886700,898100,909600,918800,925400,930600,472
"38","Santa Cruz",3025,"CA","Santa Cruz",6,87,233,212100,212500,212900,213900,214500,215300,216100,217000,218000,219200,220200,221000,221800,223100,224600,226800,230100,233700,237400,241400,245400,248600,251400,252700,258100,NA,NA,266200,270900,271300,273400,275600,277900,279800,282200,285900,289600,293100,297000,301700,307100,312900,318900,325100,331400,338700,347700,357600,365900,371800,375100,381900,394400,407300,414300,418600,422000,424600,425700,426600,432400,443400,450900,450600,447900,446000,444300,443300,442900,442700,443200,446500,450800,454900,459800,465000,469300,473100,477500,481600,485400,488800,492400,495700,497900,498500,498200,499000,501700,507200,514500,522300,529000,535500,542300,549500,558300,568500,578000,585100,593000,605100,620600,636300,651100,662300,669600,677800,687000,695100,703700,712400,718100,721500,722900,723600,725400,729100,731700,730400,723700,715900,710000,707300,704400,698800,691900,685700,678800,673300,673900,678900,680800,677300,673300,669100,662800,653300,645000,640400,635600,626100,610100,592100,578700,570800,562900,554700,547800,542000,535600,524800,520800,527600,535900,537500,538700,540200,540900,540300,539700,538100,535600,534100,531300,525700,522200,522400,522100,520300,517400,515100,513700,513200,512400,511200,506800,500700,495300,491100,486800,484600,485100,486500,487400,488700,489900,490800,490300,489100,487800,487900,488600,490000,491300,492100,493000,495800,500200,505700,512000,518200,523700,529900,537000,543900,552100,560900,569900,579300,588500,596400,602800,605700,606000,607500,610800,613500,615800,618200,620400,621900,624100,628000,631900,636600,644400,652300,656800,659900,662400,665000,668300,671700,674000,98
"39","Shasta",1380,"CA","Redding",6,89,324,99500,100000,99700,99800,99800,99800,99900,100000,100000,100400,101000,101300,101100,101000,101100,101300,101200,100900,100600,100500,100600,101200,101500,101200,100600,NA,NA,100600,101200,101900,102300,102700,102700,103000,103500,104400,105100,105500,105700,105800,105500,105300,105300,105300,105700,106400,107000,107900,108600,108700,108600,109000,109700,110300,111300,112600,114000,115500,116700,117800,119000,120400,121900,124000,126200,128100,129600,131200,133300,135200,136600,137900,139500,141300,143200,144800,146400,149000,152400,155300,158100,161100,163800,166300,169200,172500,176000,179200,182200,185200,187700,189900,192600,194700,196200,198200,201200,205000,209000,212800,216800,221300,226200,231300,235500,239000,242900,248100,253500,258000,261800,265300,268500,270600,272400,274900,277200,279100,281900,284200,284000,281400,279000,278200,277500,275700,274000,272400,269200,265900,264200,263200,261800,260400,259000,257700,257200,256200,254200,251900,249700,247400,244000,239700,235700,232600,230200,227400,223800,220300,216800,212600,210600,212100,214100,214700,215200,215400,214400,212600,210600,208600,206700,205000,203300,200300,196300,193300,191400,189000,186700,184700,182900,181300,179800,178300,177000,176000,174400,172100,169200,166600,164500,162800,161700,161500,161600,161400,161300,161200,161400,161700,162300,163100,164600,166700,168700,170100,171400,172500,172800,172900,173500,174500,175900,178500,181800,184300,185900,187900,189900,192100,193700,194600,194700,195500,197200,199000,200200,201700,203500,205200,206500,207400,208000,208600,210100,212100,213600,214600,214500,212700,210700,209900,209400,129
"40","Sierra",1391,"CA","",6,91,1108,65700,66300,65800,66000,66800,67800,68000,67000,66800,68600,70800,71500,71300,72400,74200,76000,78200,79800,80100,80700,81900,81600,80500,79600,81100,NA,NA,83900,85300,83800,83300,83300,82000,80300,79100,78700,79200,80500,80900,81500,81800,82200,82000,81500,80900,82300,83900,85000,85700,86400,86500,86900,87800,89500,92100,94200,94300,94200,94100,94000,95100,95400,94500,95600,98000,98900,98400,97900,101600,108900,114500,115900,115900,115900,117100,116800,116400,116200,116600,117200,117200,114500,114100,115500,115900,116400,116700,117200,119700,123100,125100,127000,131500,136800,138900,139400,143600,151600,159100,160100,159800,164800,168300,166000,164600,169000,174100,180200,181500,181200,184900,193200,196400,195700,200400,213000,220700,215900,210400,209800,216100,219900,215200,208600,204500,201900,199700,197800,194200,194500,193800,191800,189700,188600,188500,188300,186600,183000,178400,175100,174600,175000,176300,176400,172200,166100,161400,157900,158600,159100,158000,159600,162700,159700,156600,158500,159400,159500,160400,158500,155700,154100,150000,139800,131400,129100,127900,119200,110600,108500,111300,115300,116400,113300,110900,111600,110900,108700,108500,110500,110800,106500,101700,98900,96200,95500,96000,95200,94200,93400,91700,91400,94800,98300,97300,95800,96300,96100,96200,97700,98200,96400,94400,94400,94600,94200,95100,97200,100200,105200,111000,114600,115500,116500,118800,121100,124600,127800,129600,131200,133200,136300,139100,140900,143000,146700,150000,152000,153100,155700,158500,159900,160300,162300,164700,11
"41","Solano",1395,"CA","Vallejo",6,95,152,140600,141700,142300,142200,142000,142000,141900,141900,142200,142900,143400,143300,142700,142200,142000,142000,142000,142200,142500,142700,143000,144000,145200,146000,146400,146900,147600,148600,149800,150900,152000,153200,154400,156300,158300,159900,161100,162400,163500,164600,166000,168100,171000,173700,175300,176300,178500,182300,186400,190000,193500,197100,200300,203500,207300,211700,215800,219700,224200,227900,230400,233700,238000,241700,245100,247500,248900,250300,251900,253200,253900,254700,256200,258200,261000,264900,269700,273500,276000,278000,282300,288600,294700,299400,304000,308300,311600,313900,316700,320500,324800,329300,333800,338900,343900,349200,354900,360900,366900,373400,380600,388200,396100,403700,410300,415700,421100,427300,434100,441200,448800,456100,462000,467000,471900,475800,477700,478200,478800,480100,480500,479200,477300,475800,473600,469800,465700,462600,457200,451000,447000,444000,440100,436700,433000,429300,425100,419300,412100,405300,396000,383100,368500,355300,343200,331800,320500,309000,297700,288000,280000,271200,267300,269300,271000,267800,263700,258700,253000,247000,241900,237400,234000,232200,231400,230200,228900,228400,228600,228700,228300,227700,227200,226900,225900,224200,221700,218400,214600,210800,207100,204100,201700,199600,197800,196900,196300,195600,194700,194000,194000,194900,195600,196400,198000,200500,203100,205400,207400,210000,213100,216400,220200,224900,230100,236000,242600,249400,256000,263100,270600,277000,281300,284100,286200,289000,293300,298400,303100,307100,310500,313100,315100,317100,318600,320200,323400,327400,329900,331200,332400,334500,337100,339400,340900,114
"42","Sonoma",1396,"CA","Santa Rosa",6,97,128,188700,188300,187800,187400,187100,186700,186500,186700,186700,187300,188400,189300,189700,190200,190400,190400,191000,192000,192900,194000,195700,197700,199800,201800,203400,204800,206200,207500,208900,211000,213400,215500,217300,219600,221800,224000,225900,229000,233400,238000,241600,245200,249000,252800,257100,262500,268200,273500,278400,283800,289900,296900,304200,310600,315600,320700,326400,331300,335200,339300,342400,343400,343700,343800,343200,342400,342500,343900,345200,345700,346200,347900,351400,355200,358400,361800,367100,372500,377400,382000,386400,390500,394800,398400,401100,403300,406100,409700,413200,417400,424200,431700,438200,444300,450400,456900,465000,473900,482500,490900,499300,507300,515200,522200,528400,534800,541900,549600,557200,564400,571400,579100,586600,592400,595700,598300,599300,598200,597100,596900,596000,593700,589500,584000,578600,572800,565400,558100,551700,546800,544600,545200,545100,542800,538700,533800,527800,520700,514300,507300,497500,486400,475600,464300,453500,446300,441200,434900,426600,418800,411000,402800,400900,405900,408100,404000,400300,398100,396500,394900,393600,392800,392700,394100,395500,394600,392000,389800,387300,384300,381300,378100,375500,373800,372100,369700,366100,361900,357800,353400,347900,342700,338800,336100,334900,334100,333700,333800,334000,333800,334400,336300,339200,341800,344000,346700,350300,354100,358300,363500,368700,373000,377700,384200,390900,396900,403200,411000,419000,426700,435700,444300,449000,450300,451800,455500,462000,469100,474600,477600,479200,480100,481600,484400,486600,489400,495800,503600,508300,510500,512700,516400,521700,528000,533400,233
"43","Stanislaus",3033,"CA","Modesto",6,99,116,109300,108800,108500,108300,107900,107600,107600,107500,107400,107700,108200,108600,108600,108600,108500,108500,108600,108700,108800,109000,109300,110000,110700,111100,111200,111200,111400,111700,112500,113100,113800,114400,115100,115900,116700,117100,117800,118800,119600,120000,120400,120700,121100,121800,123000,124400,125500,126400,127100,128200,130100,132300,134400,136500,138700,141200,143900,146700,149600,152800,156200,159800,162800,164800,166800,168400,169500,170500,171500,172500,173900,176100,178000,179500,181200,183700,186300,188500,190700,193100,195700,198600,201400,203900,206500,209500,212400,215100,218100,221800,225600,229100,232200,235300,238200,241500,245700,250300,254900,259600,264500,270100,277100,284500,291500,298500,306100,313900,321900,329600,336800,343300,348600,353100,357300,360900,363100,364600,365700,366300,366100,364200,360700,356800,353600,350100,346200,341400,335400,328800,323900,320300,316400,311500,306300,300800,295300,288700,280200,272000,265700,259500,251200,241300,231400,222900,216400,210600,204700,198500,192800,187000,181500,177000,173100,168900,164500,160400,156800,153800,151600,150000,148900,148300,147800,147300,147000,147000,147200,147600,147700,147300,146700,145900,144900,143700,142500,141400,140200,138800,137400,136000,134600,133300,132200,131600,131500,131600,132100,132900,133600,134500,135400,136300,137200,138500,140000,141700,143700,145900,148000,150000,152200,154800,157800,161500,166100,171200,175800,179900,184100,188200,191400,193800,195500,198100,202000,205700,208300,209400,210400,211500,212200,213100,215200,217700,220500,223400,225600,227100,228000,228800,230000,232100,234000,222
"44","Sutter",1415,"CA","Yuba City",6,101,530,107600,107000,106700,106700,106500,106500,106700,106700,106500,106600,106700,106700,106800,106800,106500,106000,105900,105500,105200,105500,106100,106400,106700,107100,107100,NA,NA,107100,107300,107500,107400,107600,108200,108900,109700,110500,110700,110500,110300,110300,110600,111400,112300,113100,114000,115000,116000,117200,118700,120100,121400,123200,125100,126700,128300,130100,131400,132700,133800,134700,135800,137100,138500,139800,140900,142300,143900,145300,146800,148600,150300,151900,153700,155800,157800,160800,164400,167800,170300,172700,175100,177600,179800,181800,184000,186600,190300,194400,198100,201900,206400,210900,215400,219900,222600,223500,224800,227600,231100,235200,240100,244900,249200,254300,260000,264600,272300,285200,298100,304900,308800,311700,314200,316100,317300,317600,317300,316300,313800,311300,308800,308300,309900,310800,308600,305400,302500,297600,289900,282400,277400,274400,272700,271000,269700,269700,269500,267700,264900,261200,257200,253000,248500,243900,239900,236900,229600,217500,206400,200300,196900,195500,195900,197700,199400,197800,193600,189000,185500,182800,180900,179000,177000,175500,174800,174600,173200,170300,167100,164600,163700,164000,164400,164000,163100,162500,162500,162400,161700,160500,159400,158300,156800,155600,154700,153300,150700,148000,145400,142900,141800,142200,142900,143000,143700,144900,145900,147000,149400,152000,153700,154700,155800,157700,160500,163900,168000,172700,177200,181000,184900,188400,190700,191700,192100,194100,198400,202700,206000,208900,210800,211600,212000,212600,214500,217000,218700,219400,219900,219800,220100,221600,224900,228700,231800,61
"45","Tehama",1426,"CA","Red Bluff",6,103,668,75700,77200,77500,77700,77900,78600,79400,80100,80200,80600,81100,81500,81900,82400,82600,82600,82400,82000,81400,80700,80100,79800,79200,78300,76900,NA,NA,76100,76100,76800,77700,78700,79500,80000,80600,81700,83400,84400,84200,84300,84700,84900,85000,85200,85400,85900,86800,87400,88000,88500,89000,89100,89500,89800,89900,89900,90100,90800,91600,92500,93400,94000,94700,95500,95600,95600,96200,97100,97700,97900,98300,99200,100200,101100,101700,101900,102400,103800,105400,107000,108400,109400,110000,110700,111200,111800,112600,114400,116900,119200,120500,121700,123600,125700,127500,129300,131700,134500,137800,141400,144900,147700,150900,154100,156300,158500,161300,163300,164500,165300,166300,167600,169400,171000,171800,171300,169500,167400,165600,165000,164400,163800,162800,160900,158100,156000,154500,153900,153600,152400,150400,148700,147700,146900,145700,144300,142600,140100,138000,136500,134200,131100,128100,125600,123500,122400,122600,121800,119800,117600,114800,110900,111100,116000,120500,121100,121000,119900,117800,116400,115800,115900,116300,117400,117500,116300,114900,114600,114900,115100,114700,114000,113200,112500,111000,109100,107200,105300,103400,101900,100100,98200,96800,96100,96100,96600,97500,98200,98000,97800,99100,101600,104200,106400,107600,108300,109100,109100,109800,113100,115900,116500,117200,119100,121500,124200,127000,130100,133200,136800,140600,143100,144400,145500,145900,143500,140400,138600,139100,140800,143000,145300,147400,149200,150100,150400,151000,152800,154700,156600,158100,159600,160600,161500,162400,65
"46","Tulare",1442,"CA","Visalia",6,107,137,92700,92700,92500,91900,91500,91600,91400,91000,90700,90700,90500,90600,90800,90900,91200,91500,91400,90800,90400,90500,91200,91700,91600,91600,91100,NA,NA,90100,89700,90300,91100,91700,91800,91800,91900,92200,92400,92700,92900,93500,93700,93300,92700,92200,91800,92100,92900,94000,95100,95800,96000,96300,96700,97400,98500,99200,100400,101700,100800,98200,97600,98800,99900,100300,100500,100600,100800,101200,101900,102800,103700,104600,104900,105100,105700,106700,107600,108400,109300,110500,111400,112200,113500,115100,116500,117500,118600,120000,121700,123500,125300,127500,129500,131100,133400,137200,141200,144700,148100,151800,156400,162000,167500,172600,177500,182400,187600,192900,198000,203000,208500,213500,217200,220300,223600,226900,230400,233500,236200,238500,240300,241100,242000,242500,241600,238900,235000,231200,227900,225100,222700,220900,220200,220000,219100,217600,216100,214500,213500,212500,210400,207300,204000,199500,193600,187300,182100,178700,176600,174900,172400,169600,167500,166000,164400,162500,160800,159200,157200,154700,152200,150300,148900,147700,147200,146500,144700,143300,142600,141800,140400,138800,137000,135400,133600,131600,129500,128000,127000,125900,124400,123200,122300,121800,121500,121200,120900,120600,120500,120100,119800,119600,120000,120700,121500,122200,123100,124100,125300,126900,128400,129800,131100,132700,134500,136300,138200,140200,141900,143400,145200,147200,148800,150100,151600,153200,154400,155200,155800,156300,156600,157100,157300,157300,157300,158000,159400,161100,162500,164200,166200,167800,169100,170200,171200,244
"47","Tuolumne",2584,"CA","Sonora, CA",6,109,715,111400,111100,111000,110900,110600,110200,110000,110000,109800,109500,109500,109600,109500,109300,109600,110100,110600,110600,110600,111000,111600,111900,111900,112000,112900,NA,NA,114600,115700,116500,117700,118500,118800,119800,121500,122800,123500,123900,124000,123800,123500,122800,122300,122700,123900,124800,125500,126400,127300,128300,129100,130300,131800,132800,133300,133800,134700,135700,137100,139000,141400,143800,146200,148300,150500,153200,155700,158000,160200,161900,162900,163300,164700,168000,170900,173100,176100,179200,181200,184000,187300,190200,192700,195900,199000,201100,202900,204300,205700,208500,213200,217700,221800,225800,229800,233900,238200,242600,246600,250100,253400,257800,262800,267100,269800,272700,276900,282300,286900,290200,295400,302900,308400,310600,312500,314500,316800,318300,319900,321200,322300,321700,318600,315500,315000,315000,313600,312400,312600,312900,312200,310400,308900,309200,309500,307100,303900,301800,299600,295300,290100,286800,285300,282500,279100,277000,275900,273900,269000,262500,257100,253500,250700,246700,240800,235700,231500,227500,225700,226600,227500,227000,225700,223900,222100,220200,217900,215600,213200,210300,206700,203300,200100,197500,195500,193900,192300,190500,188400,186900,185800,183600,180000,176800,175200,174300,172800,171000,169800,169800,170800,171100,170100,169000,168200,167700,167900,168900,169700,170200,171000,171900,172900,174000,176300,180000,183900,186600,188100,190300,193600,196200,197900,199400,200800,202400,202800,202200,202100,203400,204700,205600,206100,207500,208300,208300,209400,211000,212800,215100,215700,215000,215500,216800,217600,45
"48","Ventura",2061,"CA","Ventura",6,111,59,186500,187400,187900,187700,187300,186900,186600,186500,186700,187400,188000,187700,186900,187000,187200,187700,188600,190000,191400,193200,194900,197000,199400,201600,203300,204800,206000,207200,208700,210300,212200,214100,216100,218100,220100,221900,223300,225300,228100,230500,232000,233900,235900,237800,240300,242800,245300,247800,249900,252000,254900,258100,260700,261900,263200,265400,267900,270200,272300,273900,275200,276600,278000,280000,282400,285000,287600,290800,294600,298800,302600,306200,310500,315700,320800,326300,332800,340200,348200,355800,361800,367500,374300,381400,387900,393400,398500,404400,411600,419800,428500,436300,443800,452000,461800,472200,483400,494800,507100,519600,529800,537000,543000,548500,553100,557400,561700,567100,573600,580900,587300,592400,597000,603000,608700,615100,621200,625600,628600,633000,637000,638400,637500,635700,632500,627400,621700,617300,612200,605800,599300,592400,584800,578000,570300,562600,555200,548100,542100,536200,526900,516400,506900,497800,488200,479200,471100,463900,458000,452400,445000,434300,429700,433600,437500,435800,433500,431700,430300,428700,427200,426000,424600,424200,424800,423900,422200,421600,421600,420500,418100,415500,413800,412800,411900,411400,410000,407600,404600,401600,398100,395200,392900,390600,388500,387000,385900,386000,385900,384700,383100,382500,382300,383000,385100,387600,389800,392200,395700,399700,403800,407500,411700,417100,423900,431400,439000,446600,453700,460300,467200,474200,478500,479700,480100,482500,486100,489100,491400,493100,494400,495000,495600,496700,498000,499200,502300,506800,509500,510600,513000,516600,519800,522200,524200,245
"49","Yolo",340,"CA","Sacramento",6,113,286,145800,143900,142800,143000,144700,146200,146400,146200,146300,146200,145600,145700,146900,148000,148400,148300,148400,148700,148600,149100,149800,149900,149400,149200,148500,NA,NA,148100,148600,149800,151100,152100,153400,155900,158500,160600,163100,165300,166900,168000,169600,171000,171800,171900,172800,174000,175000,175900,177300,179500,181900,184000,185400,186700,188900,192500,196500,199600,202100,204600,207000,209400,211600,214100,216800,219600,222300,225000,226800,228300,230600,235000,240600,246000,250400,254700,258900,263600,268000,271800,276100,280500,284400,288000,291600,295100,299100,303000,307600,311500,315300,320700,327300,332700,337100,341300,345800,351800,360100,369700,380300,391100,399000,404200,409400,414000,418000,423700,430000,434100,437000,439900,442700,447100,453700,460400,465200,468800,471100,472300,470800,466900,462200,456200,447700,438100,429200,420500,410200,401200,397100,397900,398500,396200,391400,385800,379900,374600,370300,366900,364400,363500,359600,349500,338400,332300,330500,329700,327300,321400,315600,311400,309000,307700,306600,304200,302500,300900,298900,296600,295000,293800,291500,287200,283100,280700,279000,277300,276000,274900,273000,270900,269900,270100,269600,268500,266400,263800,261000,258600,256000,253500,250800,248800,246500,243300,240300,238500,237300,236100,235600,236100,236700,237200,238600,240100,242100,245200,248300,250600,253500,256500,259200,263500,269800,276400,282400,288300,295100,302200,309700,317300,323600,326200,326400,327000,327400,327300,327500,328200,329100,331200,334600,338300,340500,341700,344300,347300,349500,351400,352800,353700,354800,357000,359500,72
"50","Yuba",346,"CA","Yuba City",6,115,627,94800,93300,90800,89400,88400,87800,87800,88100,88600,89200,89300,88400,87200,86100,85000,84200,84100,84500,84700,83900,82600,81600,80700,81000,81800,NA,NA,83600,86700,89400,89900,90600,91400,92200,92600,93100,93700,94000,93700,93700,93800,93900,93900,94100,94400,94600,95100,96200,97600,98300,98500,99300,100200,101200,102600,103900,104900,106500,108500,109700,110500,111500,113100,114700,116000,116700,117100,117000,117300,117600,118700,121000,123200,124400,125700,127700,129900,131900,134500,137400,140100,143000,146200,148600,151000,154300,158000,161000,163100,165900,169900,173500,176100,178300,180300,183300,188100,193800,199000,204900,212300,219800,225700,231600,238500,245900,252700,259000,264600,269400,273900,277600,281100,284500,287200,289000,290600,291000,289500,286400,284500,285900,288400,289400,289100,288200,287400,285900,283200,280200,277800,275500,271600,265200,258600,252700,245800,238100,231500,226500,222300,218100,214400,211800,208800,204100,198800,193600,188300,183200,179100,175700,173700,172900,172100,170500,168900,166400,162100,157300,154900,154900,155400,154800,153500,151900,150500,149200,147700,147300,148400,149900,150400,149800,148100,146300,144600,143400,141900,139900,137800,136000,133700,131400,129400,127600,125600,123500,121900,121200,120800,120500,120200,120400,121500,122900,124000,125300,127100,129300,131700,133600,135500,138200,141000,143900,147100,150700,154500,157700,160100,162200,163700,164000,163900,164800,167000,169600,171900,174500,177400,179400,180900,182400,183500,184300,185200,186300,187400,188700,189900,190900,191700,192400,193000,45
